epoch_ms,setpt,requester,fan0,fan0_raw,fan0_pwm,fan0_pwm_raw,die0,die0_raw,failsafe
1786386117853,4491.8,die0,3000,3000,nan,nan,84.938,84.938,0
1786386117960,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118053,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118153,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118258,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118362,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118453,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118553,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118662,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118753,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118855,4491.8,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386118958,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119071,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119165,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119263,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119390,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119464,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119555,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119653,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119753,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119856,4591.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386119962,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120053,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120153,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120253,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120353,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120453,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120560,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120654,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120754,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120853,4691.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386120954,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121054,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121153,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121253,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121356,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121454,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121554,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121653,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121753,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121853,4791.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386121953,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122053,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122154,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122259,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122362,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122453,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122553,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122653,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122753,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122854,4891.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386122953,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123054,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123153,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123256,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123353,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123454,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123554,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123654,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123755,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123853,4991.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386123955,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124053,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124153,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124253,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124354,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124454,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124554,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124654,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124754,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124854,5091.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386124953,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125053,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125154,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125254,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125353,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125462,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125554,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125653,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125753,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125861,5190.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386125956,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126054,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126153,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126253,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126353,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126455,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126554,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126653,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126754,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126854,5290.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386126953,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127056,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127154,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127254,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127353,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127456,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127553,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127653,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127754,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127857,5390.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386127953,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128053,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128154,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128254,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128354,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128456,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128553,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128654,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128756,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128854,5490.59,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386128953,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129053,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129153,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129253,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129353,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129454,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129553,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129653,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129753,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129858,5590.47,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386129953,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130061,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130154,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130253,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130353,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130453,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130559,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130653,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130753,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130853,5690.35,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386130954,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131054,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131154,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131254,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131354,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131453,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131553,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131654,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131754,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131854,5790.23,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386131962,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132053,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132153,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132254,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132353,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132453,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132558,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132653,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132753,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132853,5890.11,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386132954,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133053,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133153,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133254,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133354,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133454,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133554,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133653,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133753,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133854,5989.99,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386133955,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134053,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134153,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134253,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134353,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134454,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134559,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134653,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134754,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134853,6089.87,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386134953,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135053,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135154,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135254,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135354,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135454,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135554,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135654,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135753,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135854,6189.75,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386135954,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136053,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136153,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136253,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136356,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136453,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136553,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136655,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136753,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136853,6289.63,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386136956,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137058,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137153,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137253,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137354,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137454,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137553,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137654,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137754,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137857,6389.51,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386137954,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138053,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138153,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138253,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138356,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138453,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138553,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138653,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138753,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138858,6489.39,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386138954,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139056,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139154,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139254,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139356,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139453,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139554,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139654,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139754,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139854,6589.27,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386139953,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140054,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140154,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140254,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140354,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140453,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140554,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140653,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140753,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140853,6689.15,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386140953,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141053,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141153,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141254,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141353,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141462,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141553,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141654,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141753,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141854,6789.03,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386141955,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142054,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142153,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142253,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142354,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142454,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142553,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142653,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142753,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142856,6888.91,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386142953,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143053,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143153,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143253,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143354,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143453,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143555,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143653,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143753,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143853,6988.79,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386143954,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144054,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144153,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144254,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144354,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144454,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144553,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144653,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144754,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144855,7088.67,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386144954,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145054,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145162,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145253,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145353,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145453,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145553,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145653,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145753,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145853,7188.55,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386145954,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386146053,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386146153,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386146253,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386146353,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386146453,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154258,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154358,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154458,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154558,7288.43,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154659,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154762,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154859,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386154958,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155060,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155163,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155258,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155358,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155458,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155558,7388.31,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155658,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155758,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155858,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386155960,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156058,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156158,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156258,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156359,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156459,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156558,7488.19,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156659,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156758,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156858,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386156960,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157058,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157159,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157258,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157358,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157458,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157559,7588.07,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157666,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157758,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157858,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386157958,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158058,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158158,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158259,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158358,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158458,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158558,7687.95,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158658,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158758,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158858,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386158958,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159062,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159158,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159259,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159358,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159460,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159558,7787.83,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159658,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159758,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159858,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386159965,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386160059,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386160158,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386160258,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386160358,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386160458,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
1786386160559,7887.71,die0,3000,3000,0.3,-1,84.938,84.938,0
