t_s,pwm,power_w,t_sense_c,t_die_c,rpm,fan_power_rel
425.000,60.0000,150.0000,55.0000,54.9758,9000.00,0.216000
425.100,60.0000,150.0000,55.0625,54.9749,9000.00,0.216000
425.200,60.0000,150.0000,55.0000,54.9740,9000.00,0.216000
425.300,60.0000,150.0000,55.0000,54.9731,9000.00,0.216000
425.400,60.0000,150.0000,55.0625,54.9722,9000.00,0.216000
425.500,60.0000,150.0000,55.0625,54.9713,9000.00,0.216000
425.600,60.0000,150.0000,55.0000,54.9704,9000.00,0.216000
425.700,60.0000,150.0000,55.0000,54.9696,9000.00,0.216000
425.800,60.0000,150.0000,55.0000,54.9687,9000.00,0.216000
425.900,60.0000,150.0000,55.0000,54.9678,9000.00,0.216000
426.000,60.0000,150.0000,55.0000,54.9669,9000.00,0.216000
426.100,60.0000,150.0000,55.0000,54.9661,9000.00,0.216000
426.200,60.0000,150.0000,55.0625,54.9652,9000.00,0.216000
426.300,60.0000,150.0000,55.0000,54.9643,9000.00,0.216000
426.400,60.0000,150.0000,55.0000,54.9634,9000.00,0.216000
426.500,60.0000,150.0000,55.0000,54.9626,9000.00,0.216000
426.600,60.0000,150.0000,55.0625,54.9617,9000.00,0.216000
426.700,60.0000,150.0000,55.0000,54.9608,9000.00,0.216000
426.800,60.0000,150.0000,55.0000,54.9600,9000.00,0.216000
426.900,60.0000,150.0000,54.9375,54.9591,9000.00,0.216000
427.000,60.0000,150.0000,55.0625,54.9583,9000.00,0.216000
427.100,60.0000,150.0000,54.9375,54.9574,9000.00,0.216000
427.200,60.0000,150.0000,55.0625,54.9566,9000.00,0.216000
427.300,60.0000,150.0000,55.0000,54.9557,9000.00,0.216000
427.400,60.0000,150.0000,55.0000,54.9549,9000.00,0.216000
427.500,60.0000,150.0000,54.9375,54.9540,9000.00,0.216000
427.600,60.0000,150.0000,55.0625,54.9532,9000.00,0.216000
427.700,60.0000,150.0000,55.0000,54.9523,9000.00,0.216000
427.800,60.0000,150.0000,54.9375,54.9515,9000.00,0.216000
427.900,60.0000,150.0000,55.0000,54.9506,9000.00,0.216000
428.000,60.0000,150.0000,54.9375,54.9498,9000.00,0.216000
428.100,60.0000,150.0000,55.0000,54.9490,9000.00,0.216000
428.200,60.0000,150.0000,55.0000,54.9481,9000.00,0.216000
428.300,60.0000,150.0000,54.8750,54.9473,9000.00,0.216000
428.400,60.0000,150.0000,55.0000,54.9465,9000.00,0.216000
428.500,60.0000,150.0000,54.9375,54.9456,9000.00,0.216000
428.600,60.0000,150.0000,54.9375,54.9448,9000.00,0.216000
428.700,60.0000,150.0000,55.0000,54.9440,9000.00,0.216000
428.800,60.0000,150.0000,55.0000,54.9432,9000.00,0.216000
428.900,60.0000,150.0000,54.9375,54.9423,9000.00,0.216000
429.000,60.0000,150.0000,55.0625,54.9415,9000.00,0.216000
429.100,60.0000,150.0000,54.9375,54.9407,9000.00,0.216000
429.200,60.0000,150.0000,54.8750,54.9399,9000.00,0.216000
429.300,60.0000,150.0000,55.0000,54.9391,9000.00,0.216000
429.400,60.0000,150.0000,55.0625,54.9383,9000.00,0.216000
429.500,60.0000,150.0000,54.9375,54.9374,9000.00,0.216000
429.600,60.0000,150.0000,55.0000,54.9366,9000.00,0.216000
429.700,60.0000,150.0000,55.0000,54.9358,9000.00,0.216000
429.800,60.0000,150.0000,55.0000,54.9350,9000.00,0.216000
429.900,60.0000,150.0000,54.9375,54.9342,9000.00,0.216000
430.000,60.0000,150.0000,55.1250,54.9334,9000.00,0.216000
430.100,60.0000,150.0000,55.0000,54.9326,9000.00,0.216000
430.200,60.0000,150.0000,54.9375,54.9318,9000.00,0.216000
430.300,60.0000,150.0000,55.0625,54.9310,9000.00,0.216000
430.400,60.0000,150.0000,55.0000,54.9302,9000.00,0.216000
430.500,60.0000,150.0000,55.0000,54.9294,9000.00,0.216000
430.600,60.0000,150.0000,54.9375,54.9286,9000.00,0.216000
430.700,60.0000,150.0000,55.0000,54.9279,9000.00,0.216000
430.800,60.0000,150.0000,55.0000,54.9271,9000.00,0.216000
430.900,60.0000,150.0000,55.0000,54.9263,9000.00,0.216000
431.000,60.0000,150.0000,55.0000,54.9255,9000.00,0.216000
431.100,60.0000,150.0000,54.9375,54.9247,9000.00,0.216000
431.200,60.0000,150.0000,54.8750,54.9239,9000.00,0.216000
431.300,60.0000,150.0000,54.9375,54.9232,9000.00,0.216000
431.400,60.0000,150.0000,55.0000,54.9224,9000.00,0.216000
431.500,60.0000,150.0000,54.9375,54.9216,9000.00,0.216000
431.600,60.0000,150.0000,55.0000,54.9208,9000.00,0.216000
431.700,60.0000,150.0000,55.0000,54.9201,9000.00,0.216000
431.800,60.0000,150.0000,54.9375,54.9193,9000.00,0.216000
431.900,60.0000,150.0000,54.8750,54.9185,9000.00,0.216000
432.000,60.0000,150.0000,54.9375,54.9178,9000.00,0.216000
432.100,60.0000,150.0000,54.9375,54.9170,9000.00,0.216000
432.200,60.0000,150.0000,54.9375,54.9162,9000.00,0.216000
432.300,60.0000,150.0000,55.0000,54.9155,9000.00,0.216000
432.400,60.0000,150.0000,55.0000,54.9147,9000.00,0.216000
432.500,60.0000,150.0000,54.9375,54.9139,9000.00,0.216000
432.600,60.0000,150.0000,55.0000,54.9132,9000.00,0.216000
432.700,60.0000,150.0000,54.9375,54.9124,9000.00,0.216000
432.800,60.0000,150.0000,55.0000,54.9117,9000.00,0.216000
432.900,60.0000,150.0000,54.9375,54.9109,9000.00,0.216000
433.000,60.0000,150.0000,54.9375,54.9102,9000.00,0.216000
433.100,60.0000,150.0000,54.9375,54.9094,9000.00,0.216000
433.200,60.0000,150.0000,54.9375,54.9087,9000.00,0.216000
433.300,60.0000,150.0000,55.0000,54.9079,9000.00,0.216000
433.400,60.0000,150.0000,54.9375,54.9072,9000.00,0.216000
433.500,60.0000,150.0000,55.0000,54.9065,9000.00,0.216000
433.600,60.0000,150.0000,54.9375,54.9057,9000.00,0.216000
433.700,60.0000,150.0000,54.9375,54.9050,9000.00,0.216000
433.800,60.0000,150.0000,54.8125,54.9042,9000.00,0.216000
433.900,60.0000,150.0000,54.9375,54.9035,9000.00,0.216000
434.000,60.0000,150.0000,54.8750,54.9028,9000.00,0.216000
434.100,60.0000,150.0000,54.8750,54.9020,9000.00,0.216000
434.200,60.0000,150.0000,54.9375,54.9013,9000.00,0.216000
434.300,60.0000,150.0000,54.8750,54.9006,9000.00,0.216000
434.400,60.0000,150.0000,55.0000,54.8998,9000.00,0.216000
434.500,60.0000,150.0000,55.0000,54.8991,9000.00,0.216000
434.600,60.0000,150.0000,55.0625,54.8984,9000.00,0.216000
434.700,60.0000,150.0000,54.8750,54.8977,9000.00,0.216000
434.800,60.0000,150.0000,54.9375,54.8970,9000.00,0.216000
434.900,60.0000,150.0000,55.0000,54.8962,9000.00,0.216000
435.000,60.0000,150.0000,54.8750,54.8955,9000.00,0.216000
435.100,60.0000,150.0000,54.9375,54.8948,9000.00,0.216000
435.200,60.0000,150.0000,54.9375,54.8941,9000.00,0.216000
435.300,60.0000,150.0000,54.9375,54.8934,9000.00,0.216000
435.400,60.0000,150.0000,55.0000,54.8927,9000.00,0.216000
435.500,60.0000,150.0000,54.9375,54.8920,9000.00,0.216000
435.600,60.0000,150.0000,54.9375,54.8912,9000.00,0.216000
435.700,60.0000,150.0000,54.8750,54.8905,9000.00,0.216000
435.800,60.0000,150.0000,55.0000,54.8898,9000.00,0.216000
435.900,60.0000,150.0000,54.9375,54.8891,9000.00,0.216000
436.000,60.0000,150.0000,54.8750,54.8884,9000.00,0.216000
436.100,60.0000,150.0000,55.0000,54.8877,9000.00,0.216000
436.200,60.0000,150.0000,54.8750,54.8870,9000.00,0.216000
436.300,60.0000,150.0000,54.9375,54.8863,9000.00,0.216000
436.400,60.0000,150.0000,54.9375,54.8856,9000.00,0.216000
436.500,60.0000,150.0000,54.9375,54.8849,9000.00,0.216000
436.600,60.0000,150.0000,54.9375,54.8843,9000.00,0.216000
436.700,60.0000,150.0000,54.9375,54.8836,9000.00,0.216000
436.800,60.0000,150.0000,54.9375,54.8829,9000.00,0.216000
436.900,60.0000,150.0000,54.8750,54.8822,9000.00,0.216000
437.000,60.0000,150.0000,54.8750,54.8815,9000.00,0.216000
437.100,60.0000,150.0000,54.9375,54.8808,9000.00,0.216000
437.200,60.0000,150.0000,54.9375,54.8801,9000.00,0.216000
437.300,60.0000,150.0000,54.8750,54.8794,9000.00,0.216000
437.400,60.0000,150.0000,54.8125,54.8788,9000.00,0.216000
437.500,60.0000,150.0000,54.9375,54.8781,9000.00,0.216000
437.600,60.0000,150.0000,54.9375,54.8774,9000.00,0.216000
437.700,60.0000,150.0000,54.9375,54.8767,9000.00,0.216000
437.800,60.0000,150.0000,54.8125,54.8761,9000.00,0.216000
437.900,60.0000,150.0000,54.8750,54.8754,9000.00,0.216000
438.000,60.0000,150.0000,54.8125,54.8747,9000.00,0.216000
438.100,60.0000,150.0000,54.9375,54.8741,9000.00,0.216000
438.200,60.0000,150.0000,54.9375,54.8734,9000.00,0.216000
438.300,60.0000,150.0000,54.9375,54.8727,9000.00,0.216000
438.400,60.0000,150.0000,54.9375,54.8721,9000.00,0.216000
438.500,60.0000,150.0000,54.8750,54.8714,9000.00,0.216000
438.600,60.0000,150.0000,54.9375,54.8707,9000.00,0.216000
438.700,60.0000,150.0000,54.9375,54.8701,9000.00,0.216000
438.800,60.0000,150.0000,55.0000,54.8694,9000.00,0.216000
438.900,60.0000,150.0000,54.9375,54.8687,9000.00,0.216000
439.000,60.0000,150.0000,54.8750,54.8681,9000.00,0.216000
439.100,60.0000,150.0000,54.8750,54.8674,9000.00,0.216000
439.200,60.0000,150.0000,54.9375,54.8668,9000.00,0.216000
439.300,60.0000,150.0000,54.9375,54.8661,9000.00,0.216000
439.400,60.0000,150.0000,54.9375,54.8655,9000.00,0.216000
439.500,60.0000,150.0000,54.8750,54.8648,9000.00,0.216000
439.600,60.0000,150.0000,54.8125,54.8642,9000.00,0.216000
439.700,60.0000,150.0000,54.8750,54.8635,9000.00,0.216000
439.800,60.0000,150.0000,54.9375,54.8629,9000.00,0.216000
439.900,60.0000,150.0000,55.0000,54.8622,9000.00,0.216000
440.000,60.0000,150.0000,55.0000,54.8616,9000.00,0.216000
440.100,60.0000,150.0000,54.9375,54.8610,9000.00,0.216000
440.200,60.0000,150.0000,54.8750,54.8603,9000.00,0.216000
440.300,60.0000,150.0000,55.0000,54.8597,9000.00,0.216000
440.400,60.0000,150.0000,54.8125,54.8591,9000.00,0.216000
440.500,60.0000,150.0000,54.8750,54.8584,9000.00,0.216000
440.600,60.0000,150.0000,54.8750,54.8578,9000.00,0.216000
440.700,60.0000,150.0000,54.8750,54.8572,9000.00,0.216000
440.800,60.0000,150.0000,54.9375,54.8565,9000.00,0.216000
440.900,60.0000,150.0000,54.8125,54.8559,9000.00,0.216000
441.000,60.0000,150.0000,54.9375,54.8553,9000.00,0.216000
441.100,60.0000,150.0000,54.9375,54.8546,9000.00,0.216000
441.200,60.0000,150.0000,54.8750,54.8540,9000.00,0.216000
441.300,60.0000,150.0000,54.9375,54.8534,9000.00,0.216000
441.400,60.0000,150.0000,54.8125,54.8528,9000.00,0.216000
441.500,60.0000,150.0000,55.0000,54.8521,9000.00,0.216000
441.600,60.0000,150.0000,54.8750,54.8515,9000.00,0.216000
441.700,60.0000,150.0000,54.9375,54.8509,9000.00,0.216000
441.800,60.0000,150.0000,54.8750,54.8503,9000.00,0.216000
441.900,60.0000,150.0000,54.8750,54.8497,9000.00,0.216000
442.000,60.0000,150.0000,54.8750,54.8491,9000.00,0.216000
442.100,60.0000,150.0000,54.8125,54.8485,9000.00,0.216000
442.200,60.0000,150.0000,54.9375,54.8478,9000.00,0.216000
442.300,60.0000,150.0000,54.8750,54.8472,9000.00,0.216000
442.400,60.0000,150.0000,54.9375,54.8466,9000.00,0.216000
442.500,60.0000,150.0000,54.9375,54.8460,9000.00,0.216000
442.600,60.0000,150.0000,54.8125,54.8454,9000.00,0.216000
442.700,60.0000,150.0000,54.9375,54.8448,9000.00,0.216000
442.800,60.0000,150.0000,54.9375,54.8442,9000.00,0.216000
442.900,60.0000,150.0000,54.9375,54.8436,9000.00,0.216000
443.000,60.0000,150.0000,54.8750,54.8430,9000.00,0.216000
443.100,60.0000,150.0000,54.8125,54.8424,9000.00,0.216000
443.200,60.0000,150.0000,54.8750,54.8418,9000.00,0.216000
443.300,60.0000,150.0000,54.8750,54.8412,9000.00,0.216000
443.400,60.0000,150.0000,54.9375,54.8406,9000.00,0.216000
443.500,60.0000,150.0000,54.8750,54.8400,9000.00,0.216000
443.600,60.0000,150.0000,54.8125,54.8394,9000.00,0.216000
443.700,60.0000,150.0000,54.8125,54.8388,9000.00,0.216000
443.800,60.0000,150.0000,54.9375,54.8382,9000.00,0.216000
443.900,60.0000,150.0000,54.8125,54.8377,9000.00,0.216000
444.000,60.0000,150.0000,54.8750,54.8371,9000.00,0.216000
444.100,60.0000,150.0000,54.9375,54.8365,9000.00,0.216000
444.200,60.0000,150.0000,54.8750,54.8359,9000.00,0.216000
444.300,60.0000,150.0000,54.9375,54.8353,9000.00,0.216000
444.400,60.0000,150.0000,54.8125,54.8347,9000.00,0.216000
444.500,60.0000,150.0000,54.8750,54.8341,9000.00,0.216000
444.600,60.0000,150.0000,54.9375,54.8336,9000.00,0.216000
444.700,60.0000,150.0000,54.9375,54.8330,9000.00,0.216000
444.800,60.0000,150.0000,54.8750,54.8324,9000.00,0.216000
444.900,60.0000,150.0000,54.8750,54.8318,9000.00,0.216000
445.000,60.0000,150.0000,54.8125,54.8313,9000.00,0.216000
445.100,60.0000,150.0000,54.8125,54.8307,9000.00,0.216000
445.200,60.0000,150.0000,54.8750,54.8301,9000.00,0.216000
445.300,60.0000,150.0000,54.8750,54.8295,9000.00,0.216000
445.400,60.0000,150.0000,54.9375,54.8290,9000.00,0.216000
445.500,60.0000,150.0000,54.9375,54.8284,9000.00,0.216000
445.600,60.0000,150.0000,54.8750,54.8278,9000.00,0.216000
445.700,60.0000,150.0000,54.8750,54.8273,9000.00,0.216000
445.800,60.0000,150.0000,54.7500,54.8267,9000.00,0.216000
445.900,60.0000,150.0000,54.8750,54.8262,9000.00,0.216000
446.000,60.0000,150.0000,54.8125,54.8256,9000.00,0.216000
446.100,60.0000,150.0000,54.8750,54.8250,9000.00,0.216000
446.200,60.0000,150.0000,54.8750,54.8245,9000.00,0.216000
446.300,60.0000,150.0000,54.8750,54.8239,9000.00,0.216000
446.400,60.0000,150.0000,54.8125,54.8234,9000.00,0.216000
446.500,60.0000,150.0000,54.8750,54.8228,9000.00,0.216000
446.600,60.0000,150.0000,54.8125,54.8222,9000.00,0.216000
446.700,60.0000,150.0000,54.8750,54.8217,9000.00,0.216000
446.800,60.0000,150.0000,54.8125,54.8211,9000.00,0.216000
446.900,60.0000,150.0000,54.8750,54.8206,9000.00,0.216000
447.000,60.0000,150.0000,54.8750,54.8200,9000.00,0.216000
447.100,60.0000,150.0000,54.7500,54.8195,9000.00,0.216000
447.200,60.0000,150.0000,54.8750,54.8189,9000.00,0.216000
447.300,60.0000,150.0000,54.8750,54.8184,9000.00,0.216000
447.400,60.0000,150.0000,54.8750,54.8179,9000.00,0.216000
447.500,60.0000,150.0000,54.8750,54.8173,9000.00,0.216000
447.600,60.0000,150.0000,54.8750,54.8168,9000.00,0.216000
447.700,60.0000,150.0000,54.8125,54.8162,9000.00,0.216000
447.800,60.0000,150.0000,54.8125,54.8157,9000.00,0.216000
447.900,60.0000,150.0000,54.9375,54.8152,9000.00,0.216000
448.000,60.0000,150.0000,54.8750,54.8146,9000.00,0.216000
448.100,60.0000,150.0000,54.9375,54.8141,9000.00,0.216000
448.200,60.0000,150.0000,54.8750,54.8135,9000.00,0.216000
448.300,60.0000,150.0000,54.8750,54.8130,9000.00,0.216000
448.400,60.0000,150.0000,54.8125,54.8125,9000.00,0.216000
448.500,60.0000,150.0000,54.8750,54.8119,9000.00,0.216000
448.600,60.0000,150.0000,54.8125,54.8114,9000.00,0.216000
448.700,60.0000,150.0000,54.9375,54.8109,9000.00,0.216000
448.800,60.0000,150.0000,54.8125,54.8104,9000.00,0.216000
448.900,60.0000,150.0000,54.8750,54.8098,9000.00,0.216000
449.000,60.0000,150.0000,54.8125,54.8093,9000.00,0.216000
449.100,60.0000,150.0000,54.8750,54.8088,9000.00,0.216000
449.200,60.0000,150.0000,54.8125,54.8083,9000.00,0.216000
449.300,60.0000,150.0000,54.8750,54.8077,9000.00,0.216000
449.400,60.0000,150.0000,54.8750,54.8072,9000.00,0.216000
449.500,60.0000,150.0000,54.8125,54.8067,9000.00,0.216000
449.600,60.0000,150.0000,54.8750,54.8062,9000.00,0.216000
449.700,60.0000,150.0000,54.8750,54.8057,9000.00,0.216000
449.800,60.0000,150.0000,54.8750,54.8051,9000.00,0.216000
449.900,60.0000,150.0000,54.8125,54.8046,9000.00,0.216000
450.000,60.0000,150.0000,54.8125,54.8041,9000.00,0.216000
450.100,60.0000,150.0000,54.8750,54.8036,9000.00,0.216000
450.200,60.0000,150.0000,54.8125,54.8031,9000.00,0.216000
450.300,60.0000,150.0000,54.7500,54.8026,9000.00,0.216000
450.400,60.0000,150.0000,54.8750,54.8021,9000.00,0.216000
450.500,60.0000,150.0000,54.8125,54.8016,9000.00,0.216000
450.600,60.0000,150.0000,54.8125,54.8011,9000.00,0.216000
450.700,60.0000,150.0000,54.8125,54.8006,9000.00,0.216000
450.800,60.0000,150.0000,54.8750,54.8000,9000.00,0.216000
450.900,60.0000,150.0000,54.8750,54.7995,9000.00,0.216000
451.000,60.0000,150.0000,54.8750,54.7990,9000.00,0.216000
451.100,60.0000,150.0000,54.8750,54.7985,9000.00,0.216000
451.200,60.0000,150.0000,54.7500,54.7980,9000.00,0.216000
451.300,60.0000,150.0000,54.8125,54.7975,9000.00,0.216000
451.400,60.0000,150.0000,54.8125,54.7970,9000.00,0.216000
451.500,60.0000,150.0000,54.8125,54.7965,9000.00,0.216000
451.600,60.0000,150.0000,54.8125,54.7960,9000.00,0.216000
451.700,60.0000,150.0000,54.8125,54.7956,9000.00,0.216000
451.800,60.0000,150.0000,54.8750,54.7951,9000.00,0.216000
451.900,60.0000,150.0000,54.8125,54.7946,9000.00,0.216000
452.000,60.0000,150.0000,54.8750,54.7941,9000.00,0.216000
452.100,60.0000,150.0000,54.8750,54.7936,9000.00,0.216000
452.200,60.0000,150.0000,54.8125,54.7931,9000.00,0.216000
452.300,60.0000,150.0000,54.8750,54.7926,9000.00,0.216000
452.400,60.0000,150.0000,54.7500,54.7921,9000.00,0.216000
452.500,60.0000,150.0000,54.8125,54.7916,9000.00,0.216000
452.600,60.0000,150.0000,54.7500,54.7911,9000.00,0.216000
452.700,60.0000,150.0000,54.8125,54.7907,9000.00,0.216000
452.800,60.0000,150.0000,54.8125,54.7902,9000.00,0.216000
452.900,60.0000,150.0000,54.8750,54.7897,9000.00,0.216000
453.000,60.0000,150.0000,54.8750,54.7892,9000.00,0.216000
453.100,60.0000,150.0000,54.8125,54.7887,9000.00,0.216000
453.200,60.0000,150.0000,54.8125,54.7883,9000.00,0.216000
453.300,60.0000,150.0000,54.8750,54.7878,9000.00,0.216000
453.400,60.0000,150.0000,54.7500,54.7873,9000.00,0.216000
453.500,60.0000,150.0000,54.8125,54.7868,9000.00,0.216000
453.600,60.0000,150.0000,54.7500,54.7864,9000.00,0.216000
453.700,60.0000,150.0000,54.8125,54.7859,9000.00,0.216000
453.800,60.0000,150.0000,54.8125,54.7854,9000.00,0.216000
453.900,60.0000,150.0000,54.7500,54.7849,9000.00,0.216000
454.000,60.0000,150.0000,54.8750,54.7845,9000.00,0.216000
454.100,60.0000,150.0000,54.7500,54.7840,9000.00,0.216000
454.200,60.0000,150.0000,54.7500,54.7835,9000.00,0.216000
454.300,60.0000,150.0000,54.8750,54.7831,9000.00,0.216000
454.400,60.0000,150.0000,54.8125,54.7826,9000.00,0.216000
454.500,60.0000,150.0000,54.8750,54.7821,9000.00,0.216000
454.600,60.0000,150.0000,54.8125,54.7817,9000.00,0.216000
454.700,60.0000,150.0000,54.8125,54.7812,9000.00,0.216000
454.800,60.0000,150.0000,54.8125,54.7807,9000.00,0.216000
454.900,60.0000,150.0000,54.8750,54.7803,9000.00,0.216000
455.000,60.0000,150.0000,54.8750,54.7798,9000.00,0.216000
455.100,60.0000,150.0000,54.8750,54.7794,9000.00,0.216000
455.200,60.0000,150.0000,54.9375,54.7789,9000.00,0.216000
455.300,60.0000,150.0000,54.7500,54.7785,9000.00,0.216000
455.400,60.0000,150.0000,54.7500,54.7780,9000.00,0.216000
455.500,60.0000,150.0000,54.8750,54.7775,9000.00,0.216000
455.600,60.0000,150.0000,54.8125,54.7771,9000.00,0.216000
455.700,60.0000,150.0000,54.8125,54.7766,9000.00,0.216000
455.800,60.0000,150.0000,54.8125,54.7762,9000.00,0.216000
455.900,60.0000,150.0000,54.8125,54.7757,9000.00,0.216000
456.000,60.0000,150.0000,54.8125,54.7753,9000.00,0.216000
456.100,60.0000,150.0000,54.8125,54.7748,9000.00,0.216000
456.200,60.0000,150.0000,54.8125,54.7744,9000.00,0.216000
456.300,60.0000,150.0000,54.8750,54.7739,9000.00,0.216000
456.400,60.0000,150.0000,54.8750,54.7735,9000.00,0.216000
456.500,60.0000,150.0000,54.8125,54.7731,9000.00,0.216000
456.600,60.0000,150.0000,54.8125,54.7726,9000.00,0.216000
456.700,60.0000,150.0000,54.7500,54.7722,9000.00,0.216000
456.800,60.0000,150.0000,54.7500,54.7717,9000.00,0.216000
456.900,60.0000,150.0000,54.8125,54.7713,9000.00,0.216000
457.000,60.0000,150.0000,54.8750,54.7708,9000.00,0.216000
457.100,60.0000,150.0000,54.8750,54.7704,9000.00,0.216000
457.200,60.0000,150.0000,54.6875,54.7700,9000.00,0.216000
457.300,60.0000,150.0000,54.8125,54.7695,9000.00,0.216000
457.400,60.0000,150.0000,54.7500,54.7691,9000.00,0.216000
457.500,60.0000,150.0000,54.8125,54.7687,9000.00,0.216000
457.600,60.0000,150.0000,54.7500,54.7682,9000.00,0.216000
457.700,60.0000,150.0000,54.7500,54.7678,9000.00,0.216000
457.800,60.0000,150.0000,54.8125,54.7674,9000.00,0.216000
457.900,60.0000,150.0000,54.7500,54.7669,9000.00,0.216000
458.000,60.0000,150.0000,54.8125,54.7665,9000.00,0.216000
458.100,60.0000,150.0000,54.8125,54.7661,9000.00,0.216000
458.200,60.0000,150.0000,54.7500,54.7656,9000.00,0.216000
458.300,60.0000,150.0000,54.8125,54.7652,9000.00,0.216000
458.400,60.0000,150.0000,54.7500,54.7648,9000.00,0.216000
458.500,60.0000,150.0000,54.6875,54.7644,9000.00,0.216000
458.600,60.0000,150.0000,54.8125,54.7639,9000.00,0.216000
458.700,60.0000,150.0000,54.8125,54.7635,9000.00,0.216000
458.800,60.0000,150.0000,54.8125,54.7631,9000.00,0.216000
458.900,60.0000,150.0000,54.6875,54.7627,9000.00,0.216000
459.000,60.0000,150.0000,54.7500,54.7622,9000.00,0.216000
459.100,60.0000,150.0000,54.8125,54.7618,9000.00,0.216000
459.200,60.0000,150.0000,54.8750,54.7614,9000.00,0.216000
459.300,60.0000,150.0000,54.8125,54.7610,9000.00,0.216000
459.400,60.0000,150.0000,54.8125,54.7606,9000.00,0.216000
459.500,60.0000,150.0000,54.7500,54.7602,9000.00,0.216000
459.600,60.0000,150.0000,54.7500,54.7597,9000.00,0.216000
459.700,60.0000,150.0000,54.8125,54.7593,9000.00,0.216000
459.800,60.0000,150.0000,54.7500,54.7589,9000.00,0.216000
459.900,60.0000,150.0000,54.8125,54.7585,9000.00,0.216000
460.000,60.0000,150.0000,54.7500,54.7581,9000.00,0.216000
460.100,60.0000,150.0000,54.6875,54.7577,9000.00,0.216000
460.200,60.0000,150.0000,54.8125,54.7573,9000.00,0.216000
460.300,60.0000,150.0000,54.7500,54.7569,9000.00,0.216000
460.400,60.0000,150.0000,54.8750,54.7565,9000.00,0.216000
460.500,60.0000,150.0000,54.7500,54.7560,9000.00,0.216000
460.600,60.0000,150.0000,54.9375,54.7556,9000.00,0.216000
460.700,60.0000,150.0000,54.7500,54.7552,9000.00,0.216000
460.800,60.0000,150.0000,54.8125,54.7548,9000.00,0.216000
460.900,60.0000,150.0000,54.8125,54.7544,9000.00,0.216000
461.000,60.0000,150.0000,54.8125,54.7540,9000.00,0.216000
461.100,60.0000,150.0000,54.7500,54.7536,9000.00,0.216000
461.200,60.0000,150.0000,54.8125,54.7532,9000.00,0.216000
461.300,60.0000,150.0000,54.8125,54.7528,9000.00,0.216000
461.400,60.0000,150.0000,54.8125,54.7524,9000.00,0.216000
461.500,60.0000,150.0000,54.7500,54.7520,9000.00,0.216000
461.600,60.0000,150.0000,54.7500,54.7516,9000.00,0.216000
461.700,60.0000,150.0000,54.6250,54.7512,9000.00,0.216000
461.800,60.0000,150.0000,54.7500,54.7508,9000.00,0.216000
461.900,60.0000,150.0000,54.7500,54.7504,9000.00,0.216000
462.000,60.0000,150.0000,54.7500,54.7501,9000.00,0.216000
462.100,60.0000,150.0000,54.7500,54.7497,9000.00,0.216000
462.200,60.0000,150.0000,54.6875,54.7493,9000.00,0.216000
462.300,60.0000,150.0000,54.8125,54.7489,9000.00,0.216000
462.400,60.0000,150.0000,54.8750,54.7485,9000.00,0.216000
462.500,60.0000,150.0000,54.6875,54.7481,9000.00,0.216000
462.600,60.0000,150.0000,54.8125,54.7477,9000.00,0.216000
462.700,60.0000,150.0000,54.6875,54.7473,9000.00,0.216000
462.800,60.0000,150.0000,54.8750,54.7469,9000.00,0.216000
462.900,60.0000,150.0000,54.8125,54.7466,9000.00,0.216000
463.000,60.0000,150.0000,54.6875,54.7462,9000.00,0.216000
463.100,60.0000,150.0000,54.7500,54.7458,9000.00,0.216000
463.200,60.0000,150.0000,54.8125,54.7454,9000.00,0.216000
463.300,60.0000,150.0000,54.7500,54.7450,9000.00,0.216000
463.400,60.0000,150.0000,54.7500,54.7446,9000.00,0.216000
463.500,60.0000,150.0000,54.8125,54.7443,9000.00,0.216000
463.600,60.0000,150.0000,54.8125,54.7439,9000.00,0.216000
463.700,60.0000,150.0000,54.8125,54.7435,9000.00,0.216000
463.800,60.0000,150.0000,54.8125,54.7431,9000.00,0.216000
463.900,60.0000,150.0000,54.7500,54.7427,9000.00,0.216000
464.000,60.0000,150.0000,54.8125,54.7424,9000.00,0.216000
464.100,60.0000,150.0000,54.8750,54.7420,9000.00,0.216000
464.200,60.0000,150.0000,54.8125,54.7416,9000.00,0.216000
464.300,60.0000,150.0000,54.6875,54.7412,9000.00,0.216000
464.400,60.0000,150.0000,54.8125,54.7409,9000.00,0.216000
464.500,60.0000,150.0000,54.8125,54.7405,9000.00,0.216000
464.600,60.0000,150.0000,54.8125,54.7401,9000.00,0.216000
464.700,60.0000,150.0000,54.7500,54.7398,9000.00,0.216000
464.800,60.0000,150.0000,54.8125,54.7394,9000.00,0.216000
464.900,60.0000,150.0000,54.7500,54.7390,9000.00,0.216000
465.000,60.0000,150.0000,54.7500,54.7386,9000.00,0.216000
465.100,60.0000,150.0000,54.8125,54.7383,9000.00,0.216000
465.200,60.0000,150.0000,54.7500,54.7379,9000.00,0.216000
465.300,60.0000,150.0000,54.6875,54.7375,9000.00,0.216000
465.400,60.0000,150.0000,54.7500,54.7372,9000.00,0.216000
465.500,60.0000,150.0000,54.7500,54.7368,9000.00,0.216000
465.600,60.0000,150.0000,54.7500,54.7365,9000.00,0.216000
465.700,60.0000,150.0000,54.7500,54.7361,9000.00,0.216000
465.800,60.0000,150.0000,54.7500,54.7357,9000.00,0.216000
465.900,60.0000,150.0000,54.8125,54.7354,9000.00,0.216000
