t_s,pwm,power_w,t_sense_c,t_die_c,rpm,fan_power_rel
170.000,40.0000,150.0000,60.0625,60.1184,6000.00,0.064000
170.100,40.0000,150.0000,60.0000,60.1202,6000.00,0.064000
170.200,40.0000,150.0000,60.0625,60.1220,6000.00,0.064000
170.300,40.0000,150.0000,60.0000,60.1238,6000.00,0.064000
170.400,40.0000,150.0000,60.0000,60.1256,6000.00,0.064000
170.500,40.0000,150.0000,60.1250,60.1273,6000.00,0.064000
170.600,40.0000,150.0000,59.9375,60.1291,6000.00,0.064000
170.700,40.0000,150.0000,60.0000,60.1309,6000.00,0.064000
170.800,40.0000,150.0000,60.0000,60.1326,6000.00,0.064000
170.900,40.0000,150.0000,60.0625,60.1344,6000.00,0.064000
171.000,40.0000,150.0000,60.0000,60.1362,6000.00,0.064000
171.100,40.0000,150.0000,60.0000,60.1379,6000.00,0.064000
171.200,40.0000,150.0000,60.0000,60.1397,6000.00,0.064000
171.300,40.0000,150.0000,60.0000,60.1414,6000.00,0.064000
171.400,40.0000,150.0000,60.0625,60.1431,6000.00,0.064000
171.500,40.0000,150.0000,60.0000,60.1449,6000.00,0.064000
171.600,40.0000,150.0000,60.1250,60.1466,6000.00,0.064000
171.700,40.0000,150.0000,60.0625,60.1483,6000.00,0.064000
171.800,40.0000,150.0000,60.0000,60.1501,6000.00,0.064000
171.900,40.0000,150.0000,59.9375,60.1518,6000.00,0.064000
172.000,40.0000,150.0000,60.0000,60.1535,6000.00,0.064000
172.100,40.0000,150.0000,60.0625,60.1552,6000.00,0.064000
172.200,40.0000,150.0000,60.0625,60.1569,6000.00,0.064000
172.300,40.0000,150.0000,60.1250,60.1586,6000.00,0.064000
172.400,40.0000,150.0000,60.0625,60.1603,6000.00,0.064000
172.500,40.0000,150.0000,60.0625,60.1620,6000.00,0.064000
172.600,40.0000,150.0000,60.1250,60.1637,6000.00,0.064000
172.700,40.0000,150.0000,60.1250,60.1654,6000.00,0.064000
172.800,40.0000,150.0000,60.0625,60.1671,6000.00,0.064000
172.900,40.0000,150.0000,60.1250,60.1688,6000.00,0.064000
173.000,40.0000,150.0000,60.0625,60.1705,6000.00,0.064000
173.100,40.0000,150.0000,60.1875,60.1721,6000.00,0.064000
173.200,40.0000,150.0000,59.9375,60.1738,6000.00,0.064000
173.300,40.0000,150.0000,60.0000,60.1755,6000.00,0.064000
173.400,40.0000,150.0000,60.1875,60.1771,6000.00,0.064000
173.500,40.0000,150.0000,60.1250,60.1788,6000.00,0.064000
173.600,40.0000,150.0000,60.0625,60.1805,6000.00,0.064000
173.700,40.0000,150.0000,60.0000,60.1821,6000.00,0.064000
173.800,40.0000,150.0000,60.0625,60.1838,6000.00,0.064000
173.900,40.0000,150.0000,60.0625,60.1854,6000.00,0.064000
174.000,40.0000,150.0000,60.0625,60.1871,6000.00,0.064000
174.100,40.0000,150.0000,60.0625,60.1887,6000.00,0.064000
174.200,40.0000,150.0000,60.0000,60.1903,6000.00,0.064000
174.300,40.0000,150.0000,60.1875,60.1920,6000.00,0.064000
174.400,40.0000,150.0000,60.1875,60.1936,6000.00,0.064000
174.500,40.0000,150.0000,60.0625,60.1952,6000.00,0.064000
174.600,40.0000,150.0000,60.0625,60.1968,6000.00,0.064000
174.700,40.0000,150.0000,60.0000,60.1984,6000.00,0.064000
174.800,40.0000,150.0000,60.1250,60.2001,6000.00,0.064000
174.900,40.0000,150.0000,60.0625,60.2017,6000.00,0.064000
175.000,40.0000,150.0000,60.0625,60.2033,6000.00,0.064000
175.100,40.0000,150.0000,60.1250,60.2049,6000.00,0.064000
175.200,40.0000,150.0000,60.1250,60.2065,6000.00,0.064000
175.300,40.0000,150.0000,60.0625,60.2081,6000.00,0.064000
175.400,40.0000,150.0000,60.0625,60.2097,6000.00,0.064000
175.500,40.0000,150.0000,60.1875,60.2113,6000.00,0.064000
175.600,40.0000,150.0000,60.1250,60.2128,6000.00,0.064000
175.700,40.0000,150.0000,60.1250,60.2144,6000.00,0.064000
175.800,40.0000,150.0000,60.1875,60.2160,6000.00,0.064000
175.900,40.0000,150.0000,60.0625,60.2176,6000.00,0.064000
176.000,40.0000,150.0000,60.1250,60.2191,6000.00,0.064000
176.100,40.0000,150.0000,60.1875,60.2207,6000.00,0.064000
176.200,40.0000,150.0000,60.2500,60.2223,6000.00,0.064000
176.300,40.0000,150.0000,60.1250,60.2238,6000.00,0.064000
176.400,40.0000,150.0000,60.1875,60.2254,6000.00,0.064000
176.500,40.0000,150.0000,60.1875,60.2269,6000.00,0.064000
176.600,40.0000,150.0000,60.1250,60.2285,6000.00,0.064000
176.700,40.0000,150.0000,60.1875,60.2300,6000.00,0.064000
176.800,40.0000,150.0000,60.1250,60.2316,6000.00,0.064000
176.900,40.0000,150.0000,60.1250,60.2331,6000.00,0.064000
177.000,40.0000,150.0000,60.1875,60.2347,6000.00,0.064000
177.100,40.0000,150.0000,60.1875,60.2362,6000.00,0.064000
177.200,40.0000,150.0000,60.1250,60.2377,6000.00,0.064000
177.300,40.0000,150.0000,60.1250,60.2392,6000.00,0.064000
177.400,40.0000,150.0000,60.1875,60.2408,6000.00,0.064000
177.500,40.0000,150.0000,60.1250,60.2423,6000.00,0.064000
177.600,40.0000,150.0000,60.1250,60.2438,6000.00,0.064000
177.700,40.0000,150.0000,60.1875,60.2453,6000.00,0.064000
177.800,40.0000,150.0000,60.1875,60.2468,6000.00,0.064000
177.900,40.0000,150.0000,60.1875,60.2483,6000.00,0.064000
178.000,40.0000,150.0000,60.0625,60.2498,6000.00,0.064000
178.100,40.0000,150.0000,60.1250,60.2513,6000.00,0.064000
178.200,40.0000,150.0000,60.1875,60.2528,6000.00,0.064000
178.300,40.0000,150.0000,60.2500,60.2543,6000.00,0.064000
178.400,40.0000,150.0000,60.1875,60.2558,6000.00,0.064000
178.500,40.0000,150.0000,60.1875,60.2573,6000.00,0.064000
178.600,40.0000,150.0000,60.0625,60.2588,6000.00,0.064000
178.700,40.0000,150.0000,60.1250,60.2603,6000.00,0.064000
178.800,40.0000,150.0000,60.1875,60.2617,6000.00,0.064000
178.900,40.0000,150.0000,60.1875,60.2632,6000.00,0.064000
179.000,40.0000,150.0000,60.1875,60.2647,6000.00,0.064000
179.100,40.0000,150.0000,60.1250,60.2661,6000.00,0.064000
179.200,40.0000,150.0000,60.1875,60.2676,6000.00,0.064000
179.300,40.0000,150.0000,60.1875,60.2691,6000.00,0.064000
179.400,40.0000,150.0000,60.2500,60.2705,6000.00,0.064000
179.500,40.0000,150.0000,60.2500,60.2720,6000.00,0.064000
179.600,40.0000,150.0000,60.1250,60.2734,6000.00,0.064000
179.700,40.0000,150.0000,60.1250,60.2749,6000.00,0.064000
179.800,40.0000,150.0000,60.1250,60.2763,6000.00,0.064000
179.900,40.0000,150.0000,60.1875,60.2778,6000.00,0.064000
180.000,40.0000,150.0000,60.1875,60.2792,6000.00,0.064000
180.100,40.0000,150.0000,60.2500,60.2806,6000.00,0.064000
180.200,40.0000,150.0000,60.1875,60.2821,6000.00,0.064000
180.300,40.0000,150.0000,60.1250,60.2835,6000.00,0.064000
180.400,40.0000,150.0000,60.1875,60.2849,6000.00,0.064000
180.500,40.0000,150.0000,60.1875,60.2863,6000.00,0.064000
180.600,40.0000,150.0000,60.1875,60.2878,6000.00,0.064000
180.700,40.0000,150.0000,60.2500,60.2892,6000.00,0.064000
180.800,40.0000,150.0000,60.2500,60.2906,6000.00,0.064000
180.900,40.0000,150.0000,60.3125,60.2920,6000.00,0.064000
181.000,40.0000,150.0000,60.2500,60.2934,6000.00,0.064000
181.100,40.0000,150.0000,60.1875,60.2948,6000.00,0.064000
181.200,40.0000,150.0000,60.2500,60.2962,6000.00,0.064000
181.300,40.0000,150.0000,60.1875,60.2976,6000.00,0.064000
181.400,40.0000,150.0000,60.1250,60.2990,6000.00,0.064000
181.500,40.0000,150.0000,60.3125,60.3004,6000.00,0.064000
181.600,40.0000,150.0000,60.2500,60.3018,6000.00,0.064000
181.700,40.0000,150.0000,60.1875,60.3031,6000.00,0.064000
181.800,40.0000,150.0000,60.1875,60.3045,6000.00,0.064000
181.900,40.0000,150.0000,60.2500,60.3059,6000.00,0.064000
182.000,40.0000,150.0000,60.1250,60.3073,6000.00,0.064000
182.100,40.0000,150.0000,60.2500,60.3087,6000.00,0.064000
182.200,40.0000,150.0000,60.2500,60.3100,6000.00,0.064000
182.300,40.0000,150.0000,60.1875,60.3114,6000.00,0.064000
182.400,40.0000,150.0000,60.1875,60.3127,6000.00,0.064000
182.500,40.0000,150.0000,60.2500,60.3141,6000.00,0.064000
182.600,40.0000,150.0000,60.2500,60.3155,6000.00,0.064000
182.700,40.0000,150.0000,60.2500,60.3168,6000.00,0.064000
182.800,40.0000,150.0000,60.1875,60.3182,6000.00,0.064000
182.900,40.0000,150.0000,60.3125,60.3195,6000.00,0.064000
183.000,40.0000,150.0000,60.2500,60.3209,6000.00,0.064000
183.100,40.0000,150.0000,60.2500,60.3222,6000.00,0.064000
183.200,40.0000,150.0000,60.3125,60.3235,6000.00,0.064000
183.300,40.0000,150.0000,60.2500,60.3249,6000.00,0.064000
183.400,40.0000,150.0000,60.1250,60.3262,6000.00,0.064000
183.500,40.0000,150.0000,60.1875,60.3275,6000.00,0.064000
183.600,40.0000,150.0000,60.2500,60.3289,6000.00,0.064000
183.700,40.0000,150.0000,60.1875,60.3302,6000.00,0.064000
183.800,40.0000,150.0000,60.2500,60.3315,6000.00,0.064000
183.900,40.0000,150.0000,60.2500,60.3328,6000.00,0.064000
184.000,40.0000,150.0000,60.2500,60.3341,6000.00,0.064000
184.100,40.0000,150.0000,60.2500,60.3355,6000.00,0.064000
184.200,40.0000,150.0000,60.1250,60.3368,6000.00,0.064000
184.300,40.0000,150.0000,60.3750,60.3381,6000.00,0.064000
184.400,40.0000,150.0000,60.3125,60.3394,6000.00,0.064000
184.500,40.0000,150.0000,60.3125,60.3407,6000.00,0.064000
184.600,40.0000,150.0000,60.2500,60.3420,6000.00,0.064000
184.700,40.0000,150.0000,60.1875,60.3433,6000.00,0.064000
184.800,40.0000,150.0000,60.2500,60.3446,6000.00,0.064000
184.900,40.0000,150.0000,60.2500,60.3458,6000.00,0.064000
185.000,40.0000,150.0000,60.3125,60.3471,6000.00,0.064000
185.100,40.0000,150.0000,60.3125,60.3484,6000.00,0.064000
185.200,40.0000,150.0000,60.1875,60.3497,6000.00,0.064000
185.300,40.0000,150.0000,60.1875,60.3510,6000.00,0.064000
185.400,40.0000,150.0000,60.1875,60.3522,6000.00,0.064000
185.500,40.0000,150.0000,60.1250,60.3535,6000.00,0.064000
185.600,40.0000,150.0000,60.1875,60.3548,6000.00,0.064000
185.700,40.0000,150.0000,60.2500,60.3560,6000.00,0.064000
185.800,40.0000,150.0000,60.2500,60.3573,6000.00,0.064000
185.900,40.0000,150.0000,60.2500,60.3586,6000.00,0.064000
186.000,40.0000,150.0000,60.2500,60.3598,6000.00,0.064000
186.100,40.0000,150.0000,60.2500,60.3611,6000.00,0.064000
186.200,40.0000,150.0000,60.3125,60.3623,6000.00,0.064000
186.300,40.0000,150.0000,60.3125,60.3636,6000.00,0.064000
186.400,40.0000,150.0000,60.3750,60.3648,6000.00,0.064000
186.500,40.0000,150.0000,60.3125,60.3661,6000.00,0.064000
186.600,40.0000,150.0000,60.2500,60.3673,6000.00,0.064000
186.700,40.0000,150.0000,60.2500,60.3686,6000.00,0.064000
186.800,40.0000,150.0000,60.4375,60.3698,6000.00,0.064000
186.900,40.0000,150.0000,60.3125,60.3710,6000.00,0.064000
187.000,40.0000,150.0000,60.1875,60.3723,6000.00,0.064000
187.100,40.0000,150.0000,60.3125,60.3735,6000.00,0.064000
187.200,40.0000,150.0000,60.2500,60.3747,6000.00,0.064000
187.300,40.0000,150.0000,60.2500,60.3759,6000.00,0.064000
187.400,40.0000,150.0000,60.3125,60.3771,6000.00,0.064000
187.500,40.0000,150.0000,60.3750,60.3784,6000.00,0.064000
187.600,40.0000,150.0000,60.2500,60.3796,6000.00,0.064000
187.700,40.0000,150.0000,60.2500,60.3808,6000.00,0.064000
187.800,40.0000,150.0000,60.3125,60.3820,6000.00,0.064000
187.900,40.0000,150.0000,60.3750,60.3832,6000.00,0.064000
188.000,40.0000,150.0000,60.3125,60.3844,6000.00,0.064000
188.100,40.0000,150.0000,60.3750,60.3856,6000.00,0.064000
188.200,40.0000,150.0000,60.3125,60.3868,6000.00,0.064000
188.300,40.0000,150.0000,60.2500,60.3880,6000.00,0.064000
188.400,40.0000,150.0000,60.3125,60.3892,6000.00,0.064000
188.500,40.0000,150.0000,60.2500,60.3904,6000.00,0.064000
188.600,40.0000,150.0000,60.3125,60.3916,6000.00,0.064000
188.700,40.0000,150.0000,60.2500,60.3927,6000.00,0.064000
188.800,40.0000,150.0000,60.3125,60.3939,6000.00,0.064000
188.900,40.0000,150.0000,60.3125,60.3951,6000.00,0.064000
189.000,40.0000,150.0000,60.3125,60.3963,6000.00,0.064000
189.100,40.0000,150.0000,60.2500,60.3975,6000.00,0.064000
189.200,40.0000,150.0000,60.3125,60.3986,6000.00,0.064000
189.300,40.0000,150.0000,60.3750,60.3998,6000.00,0.064000
189.400,40.0000,150.0000,60.3125,60.4010,6000.00,0.064000
189.500,40.0000,150.0000,60.3750,60.4021,6000.00,0.064000
189.600,40.0000,150.0000,60.3750,60.4033,6000.00,0.064000
189.700,40.0000,150.0000,60.3125,60.4044,6000.00,0.064000
189.800,40.0000,150.0000,60.3125,60.4056,6000.00,0.064000
189.900,40.0000,150.0000,60.3750,60.4068,6000.00,0.064000
190.000,40.0000,150.0000,60.3750,60.4079,6000.00,0.064000
190.100,40.0000,150.0000,60.2500,60.4091,6000.00,0.064000
190.200,40.0000,150.0000,60.3750,60.4102,6000.00,0.064000
190.300,40.0000,150.0000,60.3750,60.4113,6000.00,0.064000
190.400,40.0000,150.0000,60.4375,60.4125,6000.00,0.064000
190.500,40.0000,150.0000,60.3750,60.4136,6000.00,0.064000
190.600,40.0000,150.0000,60.4375,60.4148,6000.00,0.064000
190.700,40.0000,150.0000,60.3125,60.4159,6000.00,0.064000
190.800,40.0000,150.0000,60.4375,60.4170,6000.00,0.064000
190.900,40.0000,150.0000,60.3750,60.4181,6000.00,0.064000
191.000,40.0000,150.0000,60.3750,60.4193,6000.00,0.064000
191.100,40.0000,150.0000,60.3125,60.4204,6000.00,0.064000
191.200,40.0000,150.0000,60.3750,60.4215,6000.00,0.064000
191.300,40.0000,150.0000,60.4375,60.4226,6000.00,0.064000
191.400,40.0000,150.0000,60.3125,60.4237,6000.00,0.064000
191.500,40.0000,150.0000,60.3125,60.4249,6000.00,0.064000
191.600,40.0000,150.0000,60.3125,60.4260,6000.00,0.064000
191.700,40.0000,150.0000,60.3750,60.4271,6000.00,0.064000
191.800,40.0000,150.0000,60.3750,60.4282,6000.00,0.064000
191.900,40.0000,150.0000,60.3750,60.4293,6000.00,0.064000
192.000,40.0000,150.0000,60.3125,60.4304,6000.00,0.064000
192.100,40.0000,150.0000,60.4375,60.4315,6000.00,0.064000
192.200,40.0000,150.0000,60.3125,60.4326,6000.00,0.064000
192.300,40.0000,150.0000,60.3750,60.4337,6000.00,0.064000
192.400,40.0000,150.0000,60.3750,60.4348,6000.00,0.064000
192.500,40.0000,150.0000,60.4375,60.4359,6000.00,0.064000
192.600,40.0000,150.0000,60.4375,60.4369,6000.00,0.064000
192.700,40.0000,150.0000,60.3750,60.4380,6000.00,0.064000
192.800,40.0000,150.0000,60.2500,60.4391,6000.00,0.064000
192.900,40.0000,150.0000,60.3750,60.4402,6000.00,0.064000
193.000,40.0000,150.0000,60.3125,60.4413,6000.00,0.064000
193.100,40.0000,150.0000,60.3750,60.4423,6000.00,0.064000
193.200,40.0000,150.0000,60.3750,60.4434,6000.00,0.064000
193.300,40.0000,150.0000,60.1875,60.4445,6000.00,0.064000
193.400,40.0000,150.0000,60.3750,60.4455,6000.00,0.064000
193.500,40.0000,150.0000,60.4375,60.4466,6000.00,0.064000
193.600,40.0000,150.0000,60.3750,60.4477,6000.00,0.064000
193.700,40.0000,150.0000,60.3750,60.4487,6000.00,0.064000
193.800,40.0000,150.0000,60.3750,60.4498,6000.00,0.064000
193.900,40.0000,150.0000,60.4375,60.4508,6000.00,0.064000
194.000,40.0000,150.0000,60.4375,60.4519,6000.00,0.064000
194.100,40.0000,150.0000,60.3750,60.4529,6000.00,0.064000
194.200,40.0000,150.0000,60.4375,60.4540,6000.00,0.064000
194.300,40.0000,150.0000,60.3750,60.4550,6000.00,0.064000
194.400,40.0000,150.0000,60.3750,60.4561,6000.00,0.064000
194.500,40.0000,150.0000,60.4375,60.4571,6000.00,0.064000
194.600,40.0000,150.0000,60.3750,60.4582,6000.00,0.064000
194.700,40.0000,150.0000,60.3750,60.4592,6000.00,0.064000
194.800,40.0000,150.0000,60.3750,60.4602,6000.00,0.064000
194.900,40.0000,150.0000,60.5000,60.4613,6000.00,0.064000
195.000,40.0000,150.0000,60.4375,60.4623,6000.00,0.064000
195.100,40.0000,150.0000,60.4375,60.4633,6000.00,0.064000
195.200,40.0000,150.0000,60.3750,60.4643,6000.00,0.064000
195.300,40.0000,150.0000,60.3125,60.4654,6000.00,0.064000
195.400,40.0000,150.0000,60.4375,60.4664,6000.00,0.064000
195.500,40.0000,150.0000,60.5000,60.4674,6000.00,0.064000
195.600,40.0000,150.0000,60.4375,60.4684,6000.00,0.064000
195.700,40.0000,150.0000,60.3750,60.4694,6000.00,0.064000
195.800,40.0000,150.0000,60.4375,60.4704,6000.00,0.064000
195.900,40.0000,150.0000,60.3750,60.4714,6000.00,0.064000
196.000,40.0000,150.0000,60.4375,60.4725,6000.00,0.064000
196.100,40.0000,150.0000,60.4375,60.4735,6000.00,0.064000
196.200,40.0000,150.0000,60.3750,60.4745,6000.00,0.064000
196.300,40.0000,150.0000,60.3750,60.4755,6000.00,0.064000
196.400,40.0000,150.0000,60.4375,60.4765,6000.00,0.064000
196.500,40.0000,150.0000,60.4375,60.4775,6000.00,0.064000
196.600,40.0000,150.0000,60.3750,60.4784,6000.00,0.064000
196.700,40.0000,150.0000,60.4375,60.4794,6000.00,0.064000
196.800,40.0000,150.0000,60.3750,60.4804,6000.00,0.064000
196.900,40.0000,150.0000,60.3750,60.4814,6000.00,0.064000
197.000,40.0000,150.0000,60.5000,60.4824,6000.00,0.064000
197.100,40.0000,150.0000,60.3750,60.4834,6000.00,0.064000
197.200,40.0000,150.0000,60.4375,60.4844,6000.00,0.064000
197.300,40.0000,150.0000,60.3750,60.4853,6000.00,0.064000
197.400,40.0000,150.0000,60.5625,60.4863,6000.00,0.064000
197.500,40.0000,150.0000,60.3750,60.4873,6000.00,0.064000
197.600,40.0000,150.0000,60.5000,60.4883,6000.00,0.064000
197.700,40.0000,150.0000,60.3750,60.4892,6000.00,0.064000
197.800,40.0000,150.0000,60.5000,60.4902,6000.00,0.064000
197.900,40.0000,150.0000,60.3750,60.4912,6000.00,0.064000
198.000,40.0000,150.0000,60.4375,60.4921,6000.00,0.064000
198.100,40.0000,150.0000,60.4375,60.4931,6000.00,0.064000
198.200,40.0000,150.0000,60.4375,60.4940,6000.00,0.064000
198.300,40.0000,150.0000,60.5625,60.4950,6000.00,0.064000
198.400,40.0000,150.0000,60.3750,60.4960,6000.00,0.064000
198.500,40.0000,150.0000,60.4375,60.4969,6000.00,0.064000
198.600,40.0000,150.0000,60.5000,60.4979,6000.00,0.064000
198.700,40.0000,150.0000,60.5000,60.4988,6000.00,0.064000
198.800,40.0000,150.0000,60.3750,60.4998,6000.00,0.064000
198.900,40.0000,150.0000,60.4375,60.5007,6000.00,0.064000
199.000,40.0000,150.0000,60.3750,60.5016,6000.00,0.064000
199.100,40.0000,150.0000,60.3125,60.5026,6000.00,0.064000
199.200,40.0000,150.0000,60.5000,60.5035,6000.00,0.064000
199.300,40.0000,150.0000,60.5000,60.5045,6000.00,0.064000
199.400,40.0000,150.0000,60.5000,60.5054,6000.00,0.064000
199.500,40.0000,150.0000,60.3750,60.5063,6000.00,0.064000
199.600,40.0000,150.0000,60.4375,60.5072,6000.00,0.064000
199.700,40.0000,150.0000,60.3125,60.5082,6000.00,0.064000
199.800,40.0000,150.0000,60.4375,60.5091,6000.00,0.064000
199.900,40.0000,150.0000,60.4375,60.5100,6000.00,0.064000
200.000,40.0000,150.0000,60.3750,60.5109,6000.00,0.064000
200.100,40.0000,150.0000,60.4375,60.5119,6000.00,0.064000
200.200,40.0000,150.0000,60.3750,60.5128,6000.00,0.064000
200.300,40.0000,150.0000,60.4375,60.5137,6000.00,0.064000
200.400,40.0000,150.0000,60.3750,60.5146,6000.00,0.064000
200.500,40.0000,150.0000,60.4375,60.5155,6000.00,0.064000
200.600,40.0000,150.0000,60.3750,60.5164,6000.00,0.064000
200.700,40.0000,150.0000,60.5000,60.5173,6000.00,0.064000
200.800,40.0000,150.0000,60.4375,60.5182,6000.00,0.064000
200.900,40.0000,150.0000,60.5625,60.5191,6000.00,0.064000
201.000,40.0000,150.0000,60.3750,60.5200,6000.00,0.064000
201.100,40.0000,150.0000,60.3750,60.5209,6000.00,0.064000
201.200,40.0000,150.0000,60.3750,60.5218,6000.00,0.064000
201.300,40.0000,150.0000,60.4375,60.5227,6000.00,0.064000
201.400,40.0000,150.0000,60.4375,60.5236,6000.00,0.064000
201.500,40.0000,150.0000,60.5000,60.5245,6000.00,0.064000
201.600,40.0000,150.0000,60.3750,60.5254,6000.00,0.064000
201.700,40.0000,150.0000,60.5000,60.5263,6000.00,0.064000
201.800,40.0000,150.0000,60.5000,60.5272,6000.00,0.064000
201.900,40.0000,150.0000,60.5000,60.5281,6000.00,0.064000
202.000,40.0000,150.0000,60.5000,60.5289,6000.00,0.064000
202.100,40.0000,150.0000,60.4375,60.5298,6000.00,0.064000
202.200,40.0000,150.0000,60.3750,60.5307,6000.00,0.064000
202.300,40.0000,150.0000,60.4375,60.5316,6000.00,0.064000
202.400,40.0000,150.0000,60.4375,60.5324,6000.00,0.064000
202.500,40.0000,150.0000,60.5000,60.5333,6000.00,0.064000
202.600,40.0000,150.0000,60.4375,60.5342,6000.00,0.064000
202.700,40.0000,150.0000,60.4375,60.5351,6000.00,0.064000
202.800,40.0000,150.0000,60.5625,60.5359,6000.00,0.064000
202.900,40.0000,150.0000,60.4375,60.5368,6000.00,0.064000
203.000,40.0000,150.0000,60.4375,60.5376,6000.00,0.064000
203.100,40.0000,150.0000,60.5000,60.5385,6000.00,0.064000
203.200,40.0000,150.0000,60.4375,60.5394,6000.00,0.064000
203.300,40.0000,150.0000,60.5000,60.5402,6000.00,0.064000
203.400,40.0000,150.0000,60.5000,60.5411,6000.00,0.064000
203.500,40.0000,150.0000,60.4375,60.5419,6000.00,0.064000
203.600,40.0000,150.0000,60.5000,60.5428,6000.00,0.064000
203.700,40.0000,150.0000,60.5625,60.5436,6000.00,0.064000
203.800,40.0000,150.0000,60.5000,60.5445,6000.00,0.064000
203.900,40.0000,150.0000,60.5000,60.5453,6000.00,0.064000
204.000,40.0000,150.0000,60.5000,60.5462,6000.00,0.064000
204.100,40.0000,150.0000,60.5625,60.5470,6000.00,0.064000
204.200,40.0000,150.0000,60.4375,60.5478,6000.00,0.064000
204.300,40.0000,150.0000,60.4375,60.5487,6000.00,0.064000
204.400,40.0000,150.0000,60.5000,60.5495,6000.00,0.064000
204.500,40.0000,150.0000,60.5000,60.5503,6000.00,0.064000
204.600,40.0000,150.0000,60.3750,60.5512,6000.00,0.064000
204.700,40.0000,150.0000,60.3750,60.5520,6000.00,0.064000
204.800,40.0000,150.0000,60.4375,60.5528,6000.00,0.064000
204.900,40.0000,150.0000,60.5000,60.5537,6000.00,0.064000
205.000,40.0000,150.0000,60.3750,60.5545,6000.00,0.064000
205.100,40.0000,150.0000,60.5000,60.5553,6000.00,0.064000
205.200,40.0000,150.0000,60.5625,60.5561,6000.00,0.064000
205.300,40.0000,150.0000,60.6250,60.5569,6000.00,0.064000
205.400,40.0000,150.0000,60.5000,60.5578,6000.00,0.064000
205.500,40.0000,150.0000,60.3750,60.5586,6000.00,0.064000
205.600,40.0000,150.0000,60.4375,60.5594,6000.00,0.064000
205.700,40.0000,150.0000,60.5000,60.5602,6000.00,0.064000
205.800,40.0000,150.0000,60.5000,60.5610,6000.00,0.064000
205.900,40.0000,150.0000,60.5625,60.5618,6000.00,0.064000
206.000,40.0000,150.0000,60.5625,60.5626,6000.00,0.064000
206.100,40.0000,150.0000,60.5000,60.5634,6000.00,0.064000
206.200,40.0000,150.0000,60.5000,60.5642,6000.00,0.064000
206.300,40.0000,150.0000,60.5000,60.5650,6000.00,0.064000
206.400,40.0000,150.0000,60.5000,60.5658,6000.00,0.064000
206.500,40.0000,150.0000,60.5000,60.5666,6000.00,0.064000
206.600,40.0000,150.0000,60.5000,60.5674,6000.00,0.064000
206.700,40.0000,150.0000,60.5000,60.5682,6000.00,0.064000
206.800,40.0000,150.0000,60.5625,60.5690,6000.00,0.064000
206.900,40.0000,150.0000,60.5000,60.5698,6000.00,0.064000
207.000,40.0000,150.0000,60.5625,60.5706,6000.00,0.064000
207.100,40.0000,150.0000,60.5000,60.5714,6000.00,0.064000
207.200,40.0000,150.0000,60.5000,60.5722,6000.00,0.064000
207.300,40.0000,150.0000,60.5625,60.5729,6000.00,0.064000
207.400,40.0000,150.0000,60.5625,60.5737,6000.00,0.064000
207.500,40.0000,150.0000,60.4375,60.5745,6000.00,0.064000
207.600,40.0000,150.0000,60.4375,60.5753,6000.00,0.064000
207.700,40.0000,150.0000,60.5000,60.5760,6000.00,0.064000
207.800,40.0000,150.0000,60.5000,60.5768,6000.00,0.064000
207.900,40.0000,150.0000,60.4375,60.5776,6000.00,0.064000
208.000,40.0000,150.0000,60.4375,60.5784,6000.00,0.064000
208.100,40.0000,150.0000,60.5000,60.5791,6000.00,0.064000
208.200,40.0000,150.0000,60.5625,60.5799,6000.00,0.064000
208.300,40.0000,150.0000,60.5625,60.5807,6000.00,0.064000
208.400,40.0000,150.0000,60.5000,60.5814,6000.00,0.064000
208.500,40.0000,150.0000,60.6250,60.5822,6000.00,0.064000
208.600,40.0000,150.0000,60.5625,60.5830,6000.00,0.064000
208.700,40.0000,150.0000,60.5000,60.5837,6000.00,0.064000
208.800,40.0000,150.0000,60.5625,60.5845,6000.00,0.064000
208.900,40.0000,150.0000,60.5000,60.5852,6000.00,0.064000
209.000,40.0000,150.0000,60.5000,60.5860,6000.00,0.064000
209.100,40.0000,150.0000,60.5625,60.5867,6000.00,0.064000
209.200,40.0000,150.0000,60.5625,60.5875,6000.00,0.064000
209.300,40.0000,150.0000,60.5625,60.5882,6000.00,0.064000
209.400,40.0000,150.0000,60.5625,60.5890,6000.00,0.064000
209.500,40.0000,150.0000,60.5000,60.5897,6000.00,0.064000
209.600,40.0000,150.0000,60.5000,60.5905,6000.00,0.064000
209.700,40.0000,150.0000,60.6875,60.5912,6000.00,0.064000
209.800,40.0000,150.0000,60.4375,60.5920,6000.00,0.064000
209.900,40.0000,150.0000,60.5625,60.5927,6000.00,0.064000
210.000,40.0000,150.0000,60.5000,60.5934,6000.00,0.064000
210.100,40.0000,150.0000,60.5000,60.5942,6000.00,0.064000
210.200,40.0000,150.0000,60.6250,60.5949,6000.00,0.064000
210.300,40.0000,150.0000,60.5000,60.5956,6000.00,0.064000
210.400,40.0000,150.0000,60.5000,60.5964,6000.00,0.064000
210.500,40.0000,150.0000,60.5000,60.5971,6000.00,0.064000
210.600,40.0000,150.0000,60.5625,60.5978,6000.00,0.064000
210.700,40.0000,150.0000,60.5000,60.5985,6000.00,0.064000
210.800,40.0000,150.0000,60.5625,60.5993,6000.00,0.064000
210.900,40.0000,150.0000,60.4375,60.6000,6000.00,0.064000
