t_s,pwm,power_w,t_sense_c,t_die_c,rpm,fan_power_rel,integral
0.000,0.0000,150.0000,25.0625,25.1167,0.00,0.000000,-1.335872
0.100,0.0000,150.0000,25.0000,25.2331,0.00,0.000000,-1.335872
0.200,0.0000,150.0000,25.0000,25.3492,0.00,0.000000,-1.335872
0.300,0.0000,150.0000,25.0000,25.4651,0.00,0.000000,-1.335872
0.400,0.0000,150.0000,24.9375,25.5807,0.00,0.000000,-1.335872
0.500,0.0000,150.0000,25.0625,25.6961,0.00,0.000000,-1.335872
0.600,0.0000,150.0000,25.0000,25.8112,0.00,0.000000,-1.335872
0.700,0.0000,150.0000,25.0000,25.9261,0.00,0.000000,-1.335872
0.800,0.0000,150.0000,25.0000,26.0407,0.00,0.000000,-1.335872
0.900,0.0000,150.0000,24.9375,26.1551,0.00,0.000000,-1.335872
1.000,0.0000,150.0000,25.0000,26.2692,0.00,0.000000,-2.673831
1.100,0.0000,150.0000,25.0625,26.3830,0.00,0.000000,-2.673831
1.200,0.0000,150.0000,25.0625,26.4966,0.00,0.000000,-2.673831
1.300,0.0000,150.0000,25.0000,26.6099,0.00,0.000000,-2.673831
1.400,0.0000,150.0000,25.0625,26.7230,0.00,0.000000,-2.673831
1.500,0.0000,150.0000,24.9375,26.8359,0.00,0.000000,-2.673831
1.600,0.0000,150.0000,25.0000,26.9485,0.00,0.000000,-2.673831
1.700,0.0000,150.0000,25.0000,27.0608,0.00,0.000000,-2.673831
1.800,0.0000,150.0000,25.0625,27.1729,0.00,0.000000,-2.673831
1.900,0.0000,150.0000,25.0000,27.2847,0.00,0.000000,-2.673831
2.000,0.0000,150.0000,25.1250,27.3963,0.00,0.000000,-4.009703
2.100,0.0000,150.0000,25.0000,27.5077,0.00,0.000000,-4.009703
2.200,0.0000,150.0000,25.0000,27.6187,0.00,0.000000,-4.009703
2.300,0.0000,150.0000,25.0625,27.7296,0.00,0.000000,-4.009703
2.400,0.0000,150.0000,25.0625,27.8402,0.00,0.000000,-4.009703
2.500,0.0000,150.0000,25.0000,27.9506,0.00,0.000000,-4.009703
2.600,0.0000,150.0000,25.0000,28.0607,0.00,0.000000,-4.009703
2.700,0.0000,150.0000,24.9375,28.1705,0.00,0.000000,-4.009703
2.800,0.0000,150.0000,25.0000,28.2801,0.00,0.000000,-4.009703
2.900,0.0000,150.0000,24.9375,28.3895,0.00,0.000000,-4.009703
3.000,0.0000,150.0000,25.0000,28.4987,0.00,0.000000,-5.347663
3.100,0.0000,150.0000,25.0000,28.6076,0.00,0.000000,-5.347663
3.200,0.0000,150.0000,25.0000,28.7162,0.00,0.000000,-5.347663
3.300,0.0000,150.0000,25.0000,28.8246,0.00,0.000000,-5.347663
3.400,0.0000,150.0000,25.0000,28.9328,0.00,0.000000,-5.347663
3.500,0.0000,150.0000,25.0000,29.0407,0.00,0.000000,-5.347663
3.600,0.0000,150.0000,25.1250,29.1484,0.00,0.000000,-5.347663
3.700,0.0000,150.0000,25.1875,29.2558,0.00,0.000000,-5.347663
3.800,0.0000,150.0000,25.1875,29.3631,0.00,0.000000,-5.347663
3.900,0.0000,150.0000,25.1875,29.4700,0.00,0.000000,-5.347663
4.000,0.0000,150.0000,25.1875,29.5768,0.00,0.000000,-6.677273
4.100,0.0000,150.0000,25.3125,29.6833,0.00,0.000000,-6.677273
4.200,0.0000,150.0000,25.3750,29.7895,0.00,0.000000,-6.677273
4.300,0.0000,150.0000,25.3125,29.8955,0.00,0.000000,-6.677273
4.400,0.0000,150.0000,25.3125,30.0013,0.00,0.000000,-6.677273
4.500,0.0000,150.0000,25.5000,30.1069,0.00,0.000000,-6.677273
4.600,0.0000,150.0000,25.5000,30.2122,0.00,0.000000,-6.677273
4.700,0.0000,150.0000,25.5000,30.3173,0.00,0.000000,-6.677273
4.800,0.0000,150.0000,25.6250,30.4221,0.00,0.000000,-6.677273
4.900,0.0000,150.0000,25.6875,30.5267,0.00,0.000000,-6.677273
5.000,0.0000,150.0000,25.6250,30.6311,0.00,0.000000,-7.990185
5.100,0.0000,150.0000,25.8750,30.7353,0.00,0.000000,-7.990185
5.200,0.0000,150.0000,25.9375,30.8392,0.00,0.000000,-7.990185
5.300,0.0000,150.0000,25.8750,30.9429,0.00,0.000000,-7.990185
5.400,0.0000,150.0000,26.0000,31.0464,0.00,0.000000,-7.990185
5.500,0.0000,150.0000,26.0000,31.1496,0.00,0.000000,-7.990185
5.600,0.0000,150.0000,26.1250,31.2526,0.00,0.000000,-7.990185
5.700,0.0000,150.0000,26.1250,31.3554,0.00,0.000000,-7.990185
5.800,0.0000,150.0000,26.2500,31.4579,0.00,0.000000,-7.990185
5.900,0.0000,150.0000,26.3125,31.5602,0.00,0.000000,-7.990185
6.000,0.0000,150.0000,26.3750,31.6623,0.00,0.000000,-9.282224
6.100,0.0000,150.0000,26.5000,31.7642,0.00,0.000000,-9.282224
6.200,0.0000,150.0000,26.5000,31.8658,0.00,0.000000,-9.282224
6.300,0.0000,150.0000,26.5625,31.9672,0.00,0.000000,-9.282224
6.400,0.0000,150.0000,26.6875,32.0684,0.00,0.000000,-9.282224
6.500,0.0000,150.0000,26.7500,32.1694,0.00,0.000000,-9.282224
6.600,0.0000,150.0000,26.8125,32.2701,0.00,0.000000,-9.282224
6.700,0.0000,150.0000,26.9375,32.3706,0.00,0.000000,-9.282224
6.800,0.0000,150.0000,27.1250,32.4709,0.00,0.000000,-9.282224
6.900,0.0000,150.0000,27.0625,32.5710,0.00,0.000000,-9.282224
7.000,0.0000,150.0000,27.1875,32.6708,0.00,0.000000,-10.549215
7.100,0.0000,150.0000,27.1875,32.7704,0.00,0.000000,-10.549215
7.200,0.0000,150.0000,27.3125,32.8698,0.00,0.000000,-10.549215
7.300,0.0000,150.0000,27.5000,32.9690,0.00,0.000000,-10.549215
7.400,0.0000,150.0000,27.5000,33.0680,0.00,0.000000,-10.549215
7.500,0.0000,150.0000,27.5625,33.1667,0.00,0.000000,-10.549215
7.600,0.0000,150.0000,27.7500,33.2652,0.00,0.000000,-10.549215
7.700,0.0000,150.0000,27.8125,33.3635,0.00,0.000000,-10.549215
7.800,0.0000,150.0000,27.8125,33.4616,0.00,0.000000,-10.549215
7.900,0.0000,150.0000,27.8750,33.5595,0.00,0.000000,-10.549215
8.000,0.0000,150.0000,28.0000,33.6571,0.00,0.000000,-11.789071
8.100,0.0000,150.0000,28.1250,33.7545,0.00,0.000000,-11.789071
8.200,0.0000,150.0000,28.1875,33.8517,0.00,0.000000,-11.789071
8.300,0.0000,150.0000,28.3125,33.9487,0.00,0.000000,-11.789071
8.400,0.0000,150.0000,28.5000,34.0455,0.00,0.000000,-11.789071
8.500,0.0000,150.0000,28.5000,34.1421,0.00,0.000000,-11.789071
8.600,0.0000,150.0000,28.5625,34.2384,0.00,0.000000,-11.789071
8.700,0.0000,150.0000,28.5625,34.3346,0.00,0.000000,-11.789071
8.800,0.0000,150.0000,28.7500,34.4305,0.00,0.000000,-11.789071
8.900,0.0000,150.0000,28.9375,34.5262,0.00,0.000000,-11.789071
9.000,0.0000,150.0000,29.0000,34.6217,0.00,0.000000,-12.993443
9.100,0.0000,150.0000,29.0625,34.7170,0.00,0.000000,-12.993443
9.200,0.0000,150.0000,29.1875,34.8121,0.00,0.000000,-12.993443
9.300,0.0000,150.0000,29.2500,34.9069,0.00,0.000000,-12.993443
9.400,0.0000,150.0000,29.3750,35.0016,0.00,0.000000,-12.993443
9.500,0.0000,150.0000,29.4375,35.0960,0.00,0.000000,-12.993443
9.600,0.0000,150.0000,29.5625,35.1902,0.00,0.000000,-12.993443
9.700,0.0000,150.0000,29.6250,35.2843,0.00,0.000000,-12.993443
9.800,0.0000,150.0000,29.8125,35.3781,0.00,0.000000,-12.993443
9.900,0.0000,150.0000,29.7500,35.4717,0.00,0.000000,-12.993443
10.000,0.0000,150.0000,29.8750,35.5651,0.00,0.000000,-14.170680
10.100,0.0000,150.0000,29.9375,35.6583,0.00,0.000000,-14.170680
10.200,0.0000,150.0000,30.1250,35.7512,0.00,0.000000,-14.170680
10.300,0.0000,150.0000,30.1875,35.8440,0.00,0.000000,-14.170680
10.400,0.0000,150.0000,30.3125,35.9366,0.00,0.000000,-14.170680
10.500,0.0000,150.0000,30.5000,36.0290,0.00,0.000000,-14.170680
10.600,0.0000,150.0000,30.4375,36.1211,0.00,0.000000,-14.170680
10.700,0.0000,150.0000,30.5000,36.2131,0.00,0.000000,-14.170680
10.800,0.0000,150.0000,30.6250,36.3048,0.00,0.000000,-14.170680
10.900,0.0000,150.0000,30.8750,36.3964,0.00,0.000000,-14.170680
11.000,0.0000,150.0000,30.9375,36.4877,0.00,0.000000,-15.310346
11.100,0.0000,150.0000,30.9375,36.5788,0.00,0.000000,-15.310346
11.200,0.0000,150.0000,31.0000,36.6698,0.00,0.000000,-15.310346
11.300,0.0000,150.0000,31.0625,36.7605,0.00,0.000000,-15.310346
11.400,0.0000,150.0000,31.2500,36.8510,0.00,0.000000,-15.310346
11.500,0.0000,150.0000,31.3750,36.9414,0.00,0.000000,-15.310346
11.600,0.0000,150.0000,31.5000,37.0315,0.00,0.000000,-15.310346
11.700,0.0000,150.0000,31.4375,37.1214,0.00,0.000000,-15.310346
11.800,0.0000,150.0000,31.5625,37.2112,0.00,0.000000,-15.310346
11.900,0.0000,150.0000,31.6875,37.3007,0.00,0.000000,-15.310346
12.000,0.0000,150.0000,31.6875,37.3900,0.00,0.000000,-16.422877
12.100,0.0000,150.0000,32.0000,37.4792,0.00,0.000000,-16.422877
12.200,0.0000,150.0000,32.0000,37.5681,0.00,0.000000,-16.422877
12.300,0.0000,150.0000,32.0625,37.6568,0.00,0.000000,-16.422877
12.400,0.0000,150.0000,32.2500,37.7454,0.00,0.000000,-16.422877
12.500,0.0000,150.0000,32.3125,37.8337,0.00,0.000000,-16.422877
12.600,0.0000,150.0000,32.3125,37.9219,0.00,0.000000,-16.422877
12.700,0.0000,150.0000,32.5000,38.0098,0.00,0.000000,-16.422877
12.800,0.0000,150.0000,32.6250,38.0976,0.00,0.000000,-16.422877
12.900,0.0000,150.0000,32.6875,38.1851,0.00,0.000000,-16.422877
13.000,0.0000,150.0000,32.7500,38.2725,0.00,0.000000,-17.502011
13.100,0.0000,150.0000,32.8750,38.3597,0.00,0.000000,-17.502011
13.200,0.0000,150.0000,32.9375,38.4466,0.00,0.000000,-17.502011
13.300,0.0000,150.0000,33.0000,38.5334,0.00,0.000000,-17.502011
13.400,0.0000,150.0000,33.1875,38.6200,0.00,0.000000,-17.502011
13.500,0.0000,150.0000,33.2500,38.7064,0.00,0.000000,-17.502011
13.600,0.0000,150.0000,33.3125,38.7926,0.00,0.000000,-17.502011
13.700,0.0000,150.0000,33.5000,38.8786,0.00,0.000000,-17.502011
13.800,0.0000,150.0000,33.4375,38.9645,0.00,0.000000,-17.502011
13.900,0.0000,150.0000,33.6250,39.0501,0.00,0.000000,-17.502011
14.000,0.0000,150.0000,33.7500,39.1356,0.00,0.000000,-18.549836
14.100,0.0000,150.0000,33.8125,39.2208,0.00,0.000000,-18.549836
14.200,0.0000,150.0000,34.0000,39.3059,0.00,0.000000,-18.549836
14.300,0.0000,150.0000,34.0000,39.3907,0.00,0.000000,-18.549836
14.400,0.0000,150.0000,34.1250,39.4754,0.00,0.000000,-18.549836
14.500,0.0000,150.0000,34.2500,39.5599,0.00,0.000000,-18.549836
14.600,0.0000,150.0000,34.3750,39.6442,0.00,0.000000,-18.549836
14.700,0.0000,150.0000,34.4375,39.7284,0.00,0.000000,-18.549836
14.800,0.0000,150.0000,34.4375,39.8123,0.00,0.000000,-18.549836
14.900,0.0000,150.0000,34.5625,39.8961,0.00,0.000000,-18.549836
15.000,0.0000,150.0000,34.7500,39.9796,0.00,0.000000,-19.566351
15.100,0.0000,150.0000,34.6875,40.0630,0.00,0.000000,-19.566351
15.200,0.0000,150.0000,34.8750,40.1462,0.00,0.000000,-19.566351
15.300,0.0000,150.0000,35.0000,40.2292,0.00,0.000000,-19.566351
15.400,0.0000,150.0000,35.0625,40.3120,0.00,0.000000,-19.566351
15.500,0.0000,150.0000,35.1875,40.3947,0.00,0.000000,-19.566351
15.600,0.0000,150.0000,35.1875,40.4771,0.00,0.000000,-19.566351
15.700,0.0000,150.0000,35.3125,40.5594,0.00,0.000000,-19.566351
15.800,0.0000,150.0000,35.4375,40.6415,0.00,0.000000,-19.566351
15.900,0.0000,150.0000,35.4375,40.7234,0.00,0.000000,-19.566351
